Response ID,Time Started,Date Submitted,Country,City,Region,Postal,City Name,State,Grade,Other:Grade,Gender,Ethnicity,How can a company know it made a profit?,"If you take out a loan from the bank, you must:","Your company made 10 of the same bracelet. Your total expenses, including bracelet materials, was $80. To make a profit how much should each bracelet cost?",What does a venture capitalist receive in exchange for investing in a company?,Why is it important to keep careful records of all your finances?,"If a company sells shares of stock, the company is:",What is the profit equation?,Money a company earns from selling a product or service is called:,The most important goal of marketing is to:,"When developing a product, during the manufacturing stage the company needs to:","When deciding on a price for a product, what factor(s) should a company consider?",,I make an effort to get along with my teammates.,I am confident speaking in front of others.,I think about the advantages and disadvantages of a choice before making a decision.,The things I learn in school will help me in the real world.,I am confident leading others.,I listen to other people's ideas while working in a group.,How I say something is just important as what I say.,I am able to motivate others.,I analyze the effects of my decisions.,I think that math is important.,I discuss my ideas with others.,I can come to a compromise with others when we disagree.,I develop different ways of solving a problem.,I take charge on work that needs to get done.,I think learning is fun.,I contribute and pitch in when working in a group.,What have you learned about teamwork from BizWorld?,What have you learned about leadership from BizWorld?,What advice would you give to a new student about to begin BizWorld?,What have you learned about managing money from BizWorld?,Score
3666,2/4/2015 9:52,2/4/2015 10:21,United States,Auburn,AL,36830,leeds,Alabama,4,,Male,Caucasian,It sold all it's products,Repay the balance of the loan and interest.,$8 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Revenue - Expenses = Profit (or Loss),Profit.,All of the above.,Promote the product to your customers.,All of the above.,,3,2,4,5,4,4,4,3,3,4,4,4,4,3,4,4,You can not run a company by yourself.,You have to be responsible.,Do your job and pay attention.,you have to make sure you don't drop any.,63
3668,2/10/2015 11:04,2/10/2015 11:12,United States,Madison,AL,35758,Madison,Alabama,4,,Male,Asian/Pacific Islander,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,A portion of company products and services.,You will be able to calculate your company's profits.,Losing a part of the ownership of the company in exchange for money.,Revenue - Expenses = Profit (or Loss),Revenue.,All of the above.,Make the product quickly and with limited waste.,All of the above.,,4,1,5,5,2,3,4,3,3,4,4,2,4,3,1,1,it is important,it is important,don't be shy ,it is fun,81
3669,2/10/2015 11:04,2/10/2015 11:20,United States,Madison,AL,35758,Madison,Alabama,4,,Female,Hispanic,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,A portion of company products and services.,You will be able to calculate your company's profits.,Making a promise to pay back the venture capitalist.,Revenue - Expenses = Profit (or Loss),Capital.,All of the above.,Make the product quickly and with limited waste.,All of the above.,,4,3,5,5,4,4,5,3,4,5,5,4,5,4,5,4,I learned that teamwork is very important and I couldn't do it without them.,I learned that leadership is hard and you have to respect others.,I would show them how to make bracelets then how to make a comerchile.           ,That you should always keep some money on hand so you don't run out of money.,63
3670,2/10/2015 11:05,2/10/2015 11:20,United States,Madison,AL,35758,Madison,Alabama,4,,Female,Caucasian,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,A portion of company products and services.,You can prevent your company from losing money.,Making a promise to pay back the venture capitalist.,Revenue - Expenses = Profit (or Loss),Cash on hand.,Demonstrate why your company and its products are special.,Decide how the product will look.,All of the above.,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,it can help you with a real bisness and if you don't get along you can do anything.,it is very important.,always be nice to your costumers  and try to get along with your companies.,that a lot of people like to play with it after words.,45
3671,2/10/2015 11:05,2/10/2015 11:31,United States,Madison,AL,35758,Madison,Alabama,4,,Female,Caucasian,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$8 ,Decision-making power for product design.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Revenue - Expenses = Profit (or Loss),Capital.,All of the above.,Decide how the product will look.,All of the above.,,5,4,3,5,4,4,3,4,4,5,4,3,4,4,5,5,Teamwork is important because getting along with a group can lead to BIG things.,Leadership is very important because you feel very confident about yourself.,I would give them advice like to always try your best and to never give up.,"NEVER EVER price your products to high, do not brag on how much money you get, and don't make your products trashy.",63
3672,2/10/2015 11:05,2/10/2015 11:20,United States,Madison,AL,35758,Madison,Alabama,4,,Male,Caucasian,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,A promise to repay the loan plus interest.,You will be better able to make informed financial decisions.,Losing a part of the ownership of the company in exchange for money.,Revenue - Expenses = Profit (or Loss),Revenue.,All of the above.,Decide how the product will look.,All of the above.,,4,4,4,5,4,3,4,4,4,4,4,3,4,4,4,4,"If you don't work together, you won't get things done.",You need a reasonable leader to survive.,Always work with your team.,Keep record of cash in and cash out.,72
3673,2/10/2015 11:20,2/10/2015 11:37,United States,Madison,AL,35758,madison,Alabama,4,,Female,Caucasian,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,Shares of stock in the company and a vote in decision-making.,You will be able to calculate your company's profits.,Losing a part of the ownership of the company in exchange for money.,Revenue - Expenses = Profit (or Loss),Revenue.,All of the above.,Decide how the product will look.,All of the above.,,4,5,4,5,5,4,4,5,4,5,5,4,5,5,5,5,that you should always work together even when things get tough.,that the work always needs to get done and you need to take charge and get things done.,you have to work hard and get the job done.,you always have to be careful.,81
3674,2/10/2015 11:22,2/10/2015 11:40,United States,Madison,AL,35758,madison,Alabama,4,,Female,Caucasian,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,Shares of stock in the company and a vote in decision-making.,You will know how much money you spent on expenses.,Losing a part of the ownership of the company in exchange for money.,Revenue - Expenses = Profit (or Loss),Revenue.,All of the above.,Make the product quickly and with limited waste.,All of the above.,,5,4,5,5,5,5,4,4,4,4,5,5,5,5,4,5,teamwork is important to make a good team,if you are the leader you always have to try to make the right decision,work hard listen well and try your best,you have to decide what you need together ,90
3675,2/10/2015 11:23,2/10/2015 11:44,United States,Madison,AL,35758,MADISON,Alabama,4,,Female,Asian/Pacific Islander,It sold all it's products,Repay the balance of the loan and interest.,$8 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Making a promise to pay back the venture capitalist.,Revenue - Expenses = Profit (or Loss),Capital.,All of the above.,Decide how the product will look.,All of the above.,,5,4,4,5,5,4,5,5,4,5,5,5,4,4,5,5,That when your in a team it makes things fun and that you get things done faster.,that being a leader helps you compromise and learn many things.,make sure you get things done on time and make sure you work together with your team and when you have trouble don't be afraid to ask your teammates. have fun!!!!!!!,you have to be careful and not rush for everything.,54
3676,2/10/2015 11:24,2/10/2015 11:40,United States,Madison,AL,35758,Madison,Alabama,4,,Male,Caucasian,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Revenue - Expenses = Profit (or Loss),Revenue.,All of the above.,Make the product quickly and with limited waste.,All of the above.,,5,2,4,5,5,4,4,5,5,4,5,5,4,3,4,5,that shelfishness acomplishs nothing,you need to have a good leader,try your best and good luck,don't lose it,100
3677,2/10/2015 11:29,2/10/2015 11:44,United States,Madison,AL,35758,Madison,Alabama,4,,Male,Asian/Pacific Islander,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Taking out a loan from the venture capitalist.,Expenses + Profit = Revenue,Capital.,All of the above.,Decide how the product will look.,The amount of time it took to make the product.,,4,3,3,5,4,5,4,3,3,5,4,4,5,3,4,3,If you have teamwork things can get done faster.,You can make dissentions. ,To tell them what we are doing.,That you cant randomly spend your money.,54
3678,2/10/2015 11:29,2/10/2015 11:43,United States,Madison,AL,35758,Madison,Alabama,4,,Male,Caucasian,It sold all it's products,Just repay balance of the loan.,$9 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Revenue - Expenses = Profit (or Loss),Revenue.,Demonstrate why your company and its products are special.,Decide how the product will look.,All of the above.,,5,5,4,5,4,5,3,4,4,5,5,4,4,3,4,5,Sharing your ideas with others is important.,"Leading others can sometimes work out good, and bad.",I would try to teach them how to make bracelets and be a good teamate.,Manage your money wisely and don't make bad decisions.,63
3679,2/10/2015 11:29,2/10/2015 11:44,United States,Madison,AL,35758,madison,Alabama,4,,Female,Caucasian,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Taking out a loan from the venture capitalist.,Expenses + Profit = Revenue,Capital.,All of the above.,Decide how the product will look.,All of the above.,,4,3,3,5,5,4,4,4,4,5,4,3,4,4,4,3,if you work together than things get done faster.,your more organized with a leader.,never try to take over from the beginning.,"its hard, its fun and its worth it",63
3680,2/10/2015 11:34,2/10/2015 11:54,United States,Madison,AL,35758,madison,Alabama,4,,Male,Decline to Respond,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$8 ,Shares of stock in the company and a vote in decision-making.,You will know how much money you spent on expenses.,Taking out a loan from the venture capitalist.,Revenue - Expenses = Profit (or Loss),Profit.,Introduce your customers to your logo and slogan.,Decide how the product will look.,How popular the item/style might be.,,4,3,4,5,4,4,3,4,4,5,4,4,2,2,4,4,I learned that when working together is great when your doing something very hard ,leadership is hard when something needs to be done,if your starting and your new you should learn how to make bracelets and about the reports a-d ,you give the venture capitalist shares and then he/she gives you bizbucks for products,36
3681,2/10/2015 11:35,2/10/2015 11:47,United States,Madison,AL,35758,madison,Alabama,4,,Female,Caucasian,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,Decision-making power for product design.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Revenue - Expenses = Profit (or Loss),Revenue.,Demonstrate why your company and its products are special.,Make the product quickly and with limited waste.,All of the above.,,4,4,5,5,4,5,5,3,4,5,4,4,4,4,5,4,teamwork is very important when working in a bissness without it the company will slowly fall apart.,good leadership is as important as good team work.,manage your money well and try to be a good leader or team mate.,if you don't manage it well your company will be broke.,81
3682,2/10/2015 11:31,2/10/2015 11:50,United States,Madison,AL,35758,Madison,Alabama,4,,Female,Caucasian,It earned more money in revenue than it spent on expenses,Repay the balance of the loan and interest.,$9 ,Shares of stock in the company and a vote in decision-making.,All of the above.,Losing a part of the ownership of the company in exchange for money.,Revenue - Expenses = Profit (or Loss),Revenue.,All of the above.,Make the product quickly and with limited waste.,All of the above.,,5,2,4,5,4,3,4,2,2,5,4,3,1,3,3,5,You need to have teamwork to get things done.,You need to have leadership to help other people.,You need to have leadership and teamwork.,It helps a lot.,100
